
India;primary;Texas;EB2;08/14/2013;06/16/2014;08/04/2014;04/20/2015;regular;no;;;;approved;04/20/2015
India;primary;Texas;EB2;;12/04/2014;12/08/2014;;regular;;;;;approved;05/11/2015
India;primary;Nebraska;EB1B;09/18/2014;09/18/2014;09/23/2014;09/23/2014;regular;yes;01/20/2015;NOID received. Step 1: Met 3/6... more;02/19/2015;approved;04/28/2015
India;primary;Texas;EB2;06/20/2014;03/27/2015;03/30/2015;03/30/2015;premium;no;;;;approved;04/03/2015
Philippines;primary;Nebraska;EB3;09/21/2007;09/21/2007;09/21/2007;;regular;;;;;approved;04/23/2015
India;primary;Vermont;EB2;09/20/2012;10/06/2013;10/06/2013;;premium;no;;;;approved;10/16/2013
India;primary;Texas;EB2;04/29/2014;10/29/2014;10/31/2014;;regular;;;;;approved;05/11/2015
Philippines;primary;Nebraska;EB3;01/12/2011;01/12/2011;01/12/2011;05/20/2011;regular;;;;;approved;01/12/2011
Russia;dependent;Texas;EB2-NIW;08/19/2014;08/19/2014;08/19/2014;;regular;;;;;approved;05/11/2015
India;primary;Texas;EB1C;12/18/2014;12/17/2014;12/18/2014;;regular;no;;;;approved;05/11/2015
Nepal;primary;Texas;EB2;05/05/2014;10/29/2014;11/03/2014;;regular;;;;;approved;05/11/2015
India;primary;Texas;EB2;06/05/2014;12/01/2014;12/02/2014;;regular;no;;;;approved;05/11/2015
India;primary;Nebraska;EB2;09/15/2010;12/19/2014;12/22/2014;;regular;no;;;;approved;05/11/2015
China;primary;Nebraska;EB2;;12/18/2014;12/19/2014;;regular;no;;;;approved;05/11/2015
India;primary;Texas;EB2;12/12/2013;10/01/2014;10/06/2014;;regular;;;;;approved;05/04/2015
United States;primary;Nebraska;EB2;07/04/2014;12/24/2014;12/24/2014;12/24/2014;regular;no;;;;approved;05/11/2015
India;primary;Texas;EB2;;03/12/2015;03/16/2015;;regular;;;;;pending;
India;primary;Texas;EB2;10/03/2014;04/07/2015;04/09/2014;;premium;;;;;approved;04/15/2015
China;primary;Texas;EB1C;12/18/2014;12/17/2014;12/18/2014;12/22/2014;regular;no;;;;approved;03/24/2015
India;primary;Texas;EB2;04/29/2014;10/27/2014;10/29/2014;10/31/2014;regular;;;;;approved;05/08/2015
India;primary;Nebraska;EB1B;03/26/2015;03/25/2015;03/26/2015;03/28/2015;premium;yes;04/07/2015;Two criteria's were accep... more;05/04/2015;approved;05/08/2015
India;primary;Texas;EB2;;12/12/2014;12/15/2014;;regular;no;;;;approved;05/08/2015
China;primary;Nebraska;EB3;03/03/2014;12/01/2014;12/01/2014;12/02/2014;regular;no;;;;approved;04/27/2015
India;primary;Nebraska;EB2;11/30/2010;12/12/2014;12/12/2014;12/12/2014;regular;no;;;;approved;05/08/2015
India;primary;Texas;EB1C;;01/12/2015;01/16/2015;;regular;;;;;approved;05/07/2015
India;primary;Texas;EB2;09/04/2014;04/23/2015;04/28/2015;;premium;no;;;;approved;05/07/2015
China;primary;Nebraska;EB2-NIW;;12/05/2014;12/10/2014;;regular;;;;;approved;05/07/2015
Taiwan;primary;Nebraska;EB2;10/22/2014;04/30/2015;05/01/2015;05/05/2015;premium;no;;;;approved;05/07/2015
India;primary;Texas;EB2;10/31/2011;08/02/2012;08/02/2012;;premium;no;;;;approved;08/10/2012
India;primary;Texas;EB2;02/01/2013;09/09/2014;09/11/2014;;regular;;;;;approved;03/31/2014
India;primary;Nebraska;EB2;04/19/2013;04/17/2013;12/08/2014;12/05/2014;regular;no;;;;approved;04/15/2015
India;primary;Texas;EB2;03/18/2014;10/15/2014;10/17/2014;;regular;;;;;approved;04/20/2015
India;primary;Texas;EB2;03/04/2014;09/06/2014;09/15/2014;;regular;;;;;pending;
India;primary;Nebraska;EB2-NIW;;01/08/2015;01/08/2015;;regular;no;;;;approved;05/05/2015
India;primary;Vermont;EB2;;06/23/2014;06/23/2014;;regular;;;;;pending;
India;primary;Nebraska;EB2;;12/18/2014;12/18/2014;;regular;;;;;approved;05/07/2015
India;primary;Texas;EB2;03/09/2012;09/04/2012;09/05/2012;;regular;;;;;approved;09/17/2012
India;primary;Nebraska;EB2;;04/30/2015;05/01/2015;;premium;no;;;;approved;05/07/2015
India;primary;Nebraska;EB1A;12/29/2014;12/29/2014;12/29/2014;12/29/2014;regular;no;;;;approved;05/05/2015
India;primary;Nebraska;EB1C;08/28/2014;08/28/2014;08/28/2014;09/02/2014;regular;yes;01/28/2015;;04/22/2015;approved;05/01/2015
India;primary;Nebraska;EB2;06/30/2014;12/12/2014;12/12/2014;;regular;no;;;;approved;05/07/2015
South Korea;primary;Texas;EB2-NIW;;10/10/2014;10/15/2014;;regular;;;;;approved;05/06/2015
China;primary;Texas;EB2;06/19/2014;12/08/2014;12/08/2014;;premium;no;;;;approved;02/09/2015
India;primary;Texas;EB1B;;12/17/2014;12/18/2014;;premium;yes;12/28/2014;Ability to pay from employer
... more;03/06/2015;approved;03/18/2015
India;primary;Texas;EB2;07/18/2009;09/27/2012;09/28/2012;09/28/2012;premium;;;;;approved;10/04/2012
India;primary;Texas;EB2;11/21/2013;06/24/2014;06/27/2014;07/01/2014;regular;yes;02/03/2015;Ability to Pay;05/04/2015;approved;05/06/2015
India;primary;Nebraska;EB3;03/25/2014;10/15/2014;10/15/2014;10/17/2014;regular;;;;;approved;02/24/2015
Pakistan;primary;Texas;EB2;;04/27/2015;04/29/2015;;premium;no;;;;approved;05/06/2015
India;primary;Texas;EB1A;;03/05/2014;03/18/2014;03/18/2014;premium;yes;07/28/2014;Accepted one criteria. Judging... more;10/17/2014;approved;01/22/2015
Canada;primary;Texas;EB3;01/29/2014;12/25/2014;12/27/2014;12/28/2014;premium;yes;03/12/2015;Ability to pay.;04/27/2015;approved;05/04/2015
Nepal;primary;Chicago;EB2;;05/06/2015;05/07/2015;;premium;;;;;pending;
India;primary;Texas;EB2;01/27/2014;11/23/2014;11/26/2014;;regular;;;;;pending;
Pakistan;primary;Nebraska;EB3;06/16/2014;01/09/2015;01/14/2015;01/26/2015;premium;no;;;;approved;03/20/2015
Venezuela;primary;Texas;EB1C;12/05/2013;12/05/2013;12/05/2013;12/09/2013;regular;yes;09/29/2014;;;denied;04/16/2015
India;primary;Texas;EB2;09/13/2013;10/02/2013;10/03/2013;10/04/2013;premium;no;;;;approved;11/02/2013
Nepal;primary;Nebraska;EB2-NIW;;12/18/2014;12/30/2014;;regular;no;;;;approved;05/06/2015
India;primary;Nebraska;EB2;10/09/2014;04/28/2015;05/01/2015;;premium;no;;;;approved;05/06/2015
China;primary;Texas;EB2;01/31/2014;09/30/2014;10/17/2014;;regular;no;;;;approved;04/30/2015
Iran;primary;Texas;EB2-NIW;;09/10/2014;09/17/2014;;regular;;;;;approved;05/05/2015
India;primary;Nebraska;EB2;02/02/2014;10/31/2014;11/10/2014;;regular;;;;;approved;04/06/2015
India;primary;Nebraska;EB2;08/02/2014;02/10/2015;02/11/2015;02/13/2015;premium;yes;02/18/2015;;04/16/2015;approved;04/22/2015
India;primary;Texas;EB1A;06/03/2014;06/03/2014;06/03/2014;06/05/2014;regular;yes;11/12/2014;Submit pre arranged commitment... more;12/01/2014;approved;04/30/2015
India;primary;Texas;EB2;12/19/2013;09/19/2014;09/22/2014;;regular;no;;;;approved;05/01/2015
Bulgaria;primary;Texas;EB2;10/31/2014;04/23/2015;04/24/2015;;premium;no;;;;approved;05/04/2015
India;primary;Texas;EB2;;09/24/2014;09/25/2014;;regular;;;;;approved;04/15/2015
India;primary;Texas;EB2;04/13/2012;09/19/2014;09/19/2014;;regular;yes;11/26/2014;Financial Ability;01/05/2015;pending;
India;primary;Texas;EB2;04/23/2014;11/14/2014;11/14/2014;;regular;;;;;approved;04/30/2015
India;primary;Texas;EB2;05/12/2014;12/11/2014;12/15/2014;12/19/2014;regular;no;;;;approved;04/27/2015
India;primary;Nebraska;EB1C;12/24/2014;12/22/2014;12/24/2014;01/02/2014;regular;;;;;approved;05/04/2015
India;primary;Nebraska;EB2;04/04/2013;12/09/2014;12/11/2014;12/15/2014;regular;;;;;approved;04/27/2015
Ghana;primary;Nebraska;EB2-NIW;;12/12/2014;12/12/2014;12/16/2014;regular;no;;;;approved;05/05/2015
India;primary;California;EB2;;04/13/2015;04/13/2015;;premium;;;;;approved;04/28/2015
China;primary;Nebraska;EB2-NIW;12/22/2014;12/22/2014;12/30/2014;;regular;no;;;;approved;05/04/2015
India;primary;Texas;EB2;;10/22/2014;10/23/2014;;regular;no;;;;approved;04/30/2015
India;primary;Vermont;EB2;12/01/2009;04/20/2015;04/23/2015;;premium;;;;;approved;05/01/2015
Iran;primary;Nebraska;EB2-NIW;;12/11/2014;12/24/2014;;regular;;;;;approved;05/05/2015
India;primary;Texas;EB1A;;01/12/2015;01/16/2015;;regular;no;;;;approved;05/04/2015
United States;primary;Vermont;EB2;09/04/2013;09/05/2014;09/05/2014;;regular;;;;;pending;
India;primary;Nebraska;EB2;02/07/2014;08/15/2014;08/15/2014;08/15/2014;regular;yes;;;;approved;03/26/2015
India;primary;Texas;EB2;05/12/2014;11/26/2014;11/26/2014;12/01/2014;regular;;;;;approved;05/04/2015
Pakistan;primary;Texas;EB2;05/19/2014;04/09/2015;04/14/2015;04/15/2015;premium;yes;04/22/2015;Further evidence;04/28/2015;approved;05/04/2015
India;primary;Texas;EB2-NIW;;10/07/2014;10/07/2014;;regular;;;;;approved;05/04/2015
China;primary;Nebraska;EB1C;08/27/2014;08/25/2014;08/27/2014;;regular;no;;;;approved;05/04/2015
India;primary;Texas;EB2;;10/26/2014;11/01/2014;;regular;;;;;approved;05/01/2015
India;primary;Nebraska;EB2;07/27/2012;07/24/2014;07/26/2014;07/29/2014;regular;;;;;approved;05/04/2015
India;primary;Nebraska;EB2;;03/16/2015;03/30/2015;;regular;;;;;pending;
Nigeria;primary;Nebraska;EB2;02/25/2014;11/25/2014;11/26/2014;12/03/2014;regular;no;;;;approved;05/04/2015
China;dependent;Texas;EB2-NIW;;10/01/2014;10/05/2014;;regular;yes;04/25/2015;Do not know yet!;;approved;05/01/2015
India;primary;Texas;EB2;10/21/2011;09/21/2014;09/22/2014;;regular;;;;;approved;05/01/2015
India;primary;Texas;EB1C;08/29/2014;08/29/2014;08/29/2014;;regular;;;;;approved;01/29/2015
India;primary;Texas;EB2;07/01/2011;04/01/2011;04/06/2011;;regular;;;;;approved;05/17/2012
India;primary;Texas;EB2;;10/23/2014;10/23/2014;10/27/2014;regular;no;;;;approved;05/01/2015
India;primary;Texas;EB2;11/10/2013;11/10/2014;11/12/2014;;regular;;;;;approved;04/30/2015
India;primary;Texas;EB1C;12/09/2014;12/08/2014;12/09/2014;12/15/2014;regular;no;;;;approved;05/01/2015
India;primary;Texas;EB2;06/04/2014;04/14/2015;04/17/2015;;premium;yes;05/01/2015;;;pending;
India;primary;Texas;EB2;05/15/2014;11/07/2014;11/14/2014;11/12/2014;regular;no;;;;approved;04/30/2015
India;primary;Vermont;EB3;11/22/2009;07/11/2010;07/20/2010;;regular;;;;;approved;11/11/2010
India;primary;Nebraska;EB1C;12/17/2014;12/17/2014;12/17/2014;12/19/2014;regular;;;;;approved;05/01/2015
India;primary;Texas;EB2;05/02/2010;05/12/2010;03/14/2010;03/18/2010;premium;no;;;;approved;06/07/2010
United States;primary;Texas;EB2;10/31/2013;10/13/2014;10/14/2014;10/17/2014;regular;;;;;approved;04/14/2015
India;primary;Texas;EB2;;08/14/2014;08/15/2014;08/20/2014;premium;;;;;approved;08/20/2014
India;primary;California;EB2;05/31/2013;02/19/2014;02/22/2014;;regular;no;;;;approved;08/05/2014
India;primary;California;EB2;11/16/2011;11/14/2011;11/15/2011;;regular;no;;;;approved;12/20/2011
Finland;primary;Texas;EB2;;07/10/2014;07/10/2014;07/10/2014;regular;;;;;approved;04/30/2015
India;primary;Texas;EB2;;08/05/2014;08/08/2014;;regular;no;;;;approved;04/30/2015
India;primary;Texas;EB1A;02/20/2015;02/20/2015;02/20/2015;;regular;no;;;;approved;04/30/2015
India;primary;Texas;EB2;01/10/2013;12/04/2013;12/10/2013;;premium;yes;03/30/2015;client contract and E-E relati... more;04/15/2015;approved;04/30/2015
India;primary;Texas;EB2;01/28/2012;04/15/2015;04/15/2015;;regular;no;;;;pending;
India;primary;Nebraska;EB2;10/26/2006;01/26/2015;01/28/2015;;premium;no;;;;approved;02/05/2015
India;primary;Nebraska;EB1C;12/05/2014;12/04/2014;12/05/2014;12/05/2014;regular;no;;;;approved;04/30/2015
Indonesia;primary;Nebraska;EB2;02/22/2014;12/05/2014;12/05/2014;12/10/2014;regular;;;;;approved;04/30/2015
India;primary;Vermont;EB1C;01/06/2011;11/26/2014;11/28/2014;;regular;no;;;;pending;
India;dependent;Nebraska;EB1C;12/16/2014;12/15/2014;12/16/2014;12/22/2014;regular;no;;;;approved;04/30/2015
India;primary;Nebraska;EB2;09/30/2014;04/16/2015;04/17/2015;04/17/2015;premium;no;;;;approved;04/21/2015
India;primary;Texas;EB2;;10/03/2014;10/03/2014;;regular;;;;;approved;04/29/2015
India;primary;Texas;EB2;;12/18/2014;12/22/2014;;premium;no;;;;approved;04/29/2015
India;primary;Texas;EB2;08/06/2014;02/19/2015;02/23/2015;;premium;yes;03/08/2015;Ability to Pay ;04/17/2015;approved;04/29/2015
Canada;dependent;Texas;EB1B;;04/23/2015;04/24/2015;;premium;no;;;;approved;04/28/2015
India;primary;Nebraska;EB2;11/22/2013;09/05/2014;09/05/2014;09/09/2014;regular;;;;;approved;04/29/2015
India;primary;Texas;EB2;;02/13/2015;02/18/2015;;premium;yes;02/27/2015;Ability to Pay and About previ... more;04/17/2015;approved;04/29/2015
India;primary;California;EB2;09/30/2013;08/22/2014;08/28/2014;;regular;no;;;;approved;02/12/2015
Pakistan;primary;Nebraska;EB2;;09/04/2014;09/10/2014;;regular;no;;;;approved;04/23/2015
India;primary;Nebraska;EB1C;12/09/2014;12/09/2014;12/09/2014;12/12/2014;regular;no;;;;approved;04/29/2015
India;primary;Texas;EB2;11/16/2007;03/18/2015;03/19/2015;;premium;yes;03/31/2015;Ability of Employer to pay Emp... more;04/17/2015;approved;04/29/2015
India;primary;Texas;EB1C;11/24/2014;11/22/2014;12/02/2014;;regular;;;;;approved;04/20/2015
India;primary;Texas;EB2;01/17/2013;09/09/2014;09/09/2014;;regular;no;;;;approved;04/08/2015
Pakistan;primary;Vermont;EB2;09/17/2014;03/13/2015;03/29/2015;03/29/2015;premium;no;;;;approved;03/29/2015
India;primary;Dallas;EB1B;12/31/2014;12/31/2014;12/31/2014;;premium;;;;;approved;01/06/2015
Japan;primary;Nebraska;EB1A;;11/13/2014;11/14/2014;11/14/2014;regular;no;;;;approved;04/28/2015
India;primary;Texas;EB1A;07/01/2014;06/27/2014;07/01/2014;;regular;yes;11/05/2014;Original contributions of majo... more;01/28/2015;denied;04/28/2015
India;primary;Texas;EB2;;10/19/2014;10/24/2014;;regular;no;;;;approved;04/28/2015
India;primary;Dallas;EB2;09/10/2014;04/10/2015;04/13/2015;04/20/2015;premium;no;;;;approved;04/20/2015
India;primary;Nebraska;EB2;10/28/2014;04/16/2015;04/21/2015;;premium;;;;;approved;04/28/2015
China;primary;Texas;EB2;06/25/2013;02/19/2015;02/20/2015;03/13/2015;premium;no;;;;approved;04/28/2015
India;primary;Texas;EB2;03/28/2013;10/21/2014;10/28/2014;10/28/2014;regular;no;;;;approved;04/27/2015
Taiwan;primary;Texas;EB2;01/13/2015;03/25/2015;03/30/2015;04/06/2015;premium;no;;;;approved;04/06/2015
India;primary;Texas;EB2;05/05/2014;10/29/2014;10/30/2014;;regular;no;;;;approved;04/27/2015
India;primary;Texas;EB2;;04/20/2015;04/20/2015;04/21/2015;premium;no;;;;approved;04/27/2015
United States;primary;Nebraska;EB3;10/15/2010;10/16/2010;10/19/2010;12/16/2010;regular;;;;;approved;12/12/2010
United States;primary;California;EB2;02/04/2014;10/25/2014;11/05/2014;;regular;no;;;;approved;04/23/2015
India;primary;Nebraska;EB3;04/15/2014;11/14/2014;11/14/2014;11/19/2014;regular;no;;;;approved;04/22/2015
India;primary;Texas;EB2;01/08/2014;10/02/2014;10/06/2014;10/07/2014;regular;no;;;;approved;04/06/2015
India;primary;Nebraska;EB1C;11/28/2014;11/26/2014;11/28/2014;12/04/2014;regular;;;;;approved;04/27/2015
India;primary;Nebraska;EB3;04/29/2014;11/26/2014;11/26/2014;12/01/2014;regular;;;;;approved;04/27/2015
India;primary;Nebraska;EB2;07/30/2014;04/17/2015;04/22/2015;04/22/2015;premium;no;;;;approved;04/27/2015
India;primary;Texas;EB2;01/29/2014;12/17/2014;12/19/2014;04/22/2015;regular;no;;;;approved;04/22/2015
India;primary;Nebraska;EB2;03/26/2014;09/24/2014;09/25/2014;10/08/2014;regular;no;;;;approved;04/24/2015
India;primary;Nebraska;EB2;06/30/2013;03/04/2015;03/04/2015;03/07/2015;premium;no;;;;approved;04/23/2015
India;primary;Texas;EB2;;08/22/2014;08/28/2014;;regular;;;;;approved;04/12/2015
India;primary;Texas;EB2;12/27/2013;09/07/2014;09/10/2014;;regular;;;;;approved;04/03/2015
Canada;primary;Texas;EB2;01/01/2014;08/22/2014;08/25/2014;08/25/2014;premium;;;;;approved;09/03/2014
India;primary;Texas;EB2;11/12/2013;09/10/2014;09/12/2014;;regular;;;;;approved;04/14/2015
Nigeria;primary;Texas;EB2;03/15/2013;10/17/2014;10/21/2014;10/31/2014;regular;no;;;;approved;04/23/2015
India;primary;Texas;EB1A;01/14/2015;01/14/2015;01/21/2015;;regular;no;;;;approved;04/17/2015
India;primary;Nebraska;EB2-NIW;06/28/2012;06/28/2012;06/28/2012;07/05/2012;regular;yes;;;;denied;10/27/2013
Australia;primary;Texas;EB2-NIW;;10/01/2014;10/01/2014;;regular;;;;;approved;04/24/2015
Iran;primary;Texas;EB2-NIW;;08/05/2014;08/20/2014;;regular;no;;;;approved;04/16/2015
India;primary;Texas;EB2;08/26/2013;04/21/2015;04/22/2015;;premium;no;;;;approved;04/24/2015
Sweden;primary;Texas;EB1C;10/27/2014;10/23/2014;10/27/2014;10/29/2014;premium;no;;;;approved;04/17/2015
China;primary;Texas;EB1C;;11/10/2014;11/17/2014;;premium;no;;;;pending;
India;primary;Texas;EB2;03/25/2005;04/14/2015;04/15/2015;04/16/2015;premium;no;;;;approved;04/24/2015
Russia;primary;Nebraska;EB2-NIW;;11/17/2014;11/21/2014;;regular;no;;;;approved;04/24/2015
India;primary;Nebraska;EB2;02/21/2014;11/12/2014;11/12/2014;;regular;no;;;;approved;04/13/2015
Germany;primary;Texas;EB3;12/14/2012;04/17/2014;04/17/2014;04/19/2014;regular;yes;01/16/2015;Letter of reference need to be... more;02/19/2015;approved;04/24/2015
India;primary;Texas;EB2;02/25/2013;08/13/2014;08/14/2014;;regular;;;;;approved;04/24/2015
Cyprus;primary;Nebraska;EB2-NIW;;11/11/2014;11/23/2014;;regular;no;;;;approved;04/22/2015
India;primary;Nebraska;EB1C;;10/06/2014;10/06/2014;;regular;no;;;;approved;04/24/2015
India;primary;Dallas;EB2;;08/29/2014;09/02/2014;;regular;yes;02/10/2015;needed more letters to establi... more;03/19/2015;approved;04/13/2015
India;primary;Texas;EB1A;;09/17/2014;09/20/2014;;regular;;;;;pending;
India;primary;Vermont;EB3;02/01/2010;04/08/2009;04/10/2009;;premium;no;;;;approved;04/18/2010
India;primary;Vermont;EB2;07/07/2011;05/06/2011;07/07/2011;;regular;;;;;approved;07/07/2011
India;primary;Nebraska;EB3;10/21/2014;04/15/2015;04/20/2015;;premium;no;;;;approved;04/24/2015
Taiwan;primary;Nebraska;EB2;02/05/2013;10/13/2014;10/14/2014;10/27/2014;regular;yes;03/30/2015;;04/15/2015;approved;04/24/2015
China;primary;Texas;EB2;06/28/2013;08/01/2014;08/04/2014;;regular;no;;;;approved;04/23/2015
Japan;primary;Texas;EB2;;03/20/2015;03/20/2015;03/23/2015;premium;yes;03/30/2015;Ability to pay. Evidence for s... more;;withdrawn;
India;primary;Chicago;EB2;05/21/2014;03/19/2015;03/23/2015;03/23/2015;premium;;;;;approved;03/26/2015
India;primary;Nebraska;EB1A;;02/19/2015;02/19/2015;;regular;no;;;;approved;04/20/2015
India;primary;Dallas;EB2;08/07/2013;08/18/2014;09/02/2014;;regular;no;;;;approved;04/22/2015
India;primary;Texas;EB2;11/11/2013;09/13/2014;09/15/2014;;regular;;;;;approved;04/01/2015
New Zealand;primary;Texas;EB2-NIW;;12/09/2014;12/11/2014;;regular;no;;;;approved;04/23/2015
India;primary;Texas;EB2;;06/04/2014;06/06/2014;;regular;yes;12/12/2014;1. Education evaluation(3bsc(c... more;03/08/2015;approved;04/22/2015
India;primary;Nebraska;EB2;;12/10/2014;12/11/2014;;regular;no;;;;approved;04/21/2015
India;primary;Texas;EB2;01/21/2014;10/17/2014;10/20/2014;;regular;no;;;;approved;04/20/2015
India;primary;Nebraska;EB2;05/09/2014;11/27/2014;11/28/2014;12/03/2014;regular;no;;;;approved;04/21/2015
India;primary;Nebraska;EB2;03/14/2014;11/06/2014;11/10/2014;11/12/2014;regular;no;;;;approved;04/20/2015
India;primary;Texas;EB1C;03/06/2013;03/06/2013;03/11/2013;;regular;yes;10/10/2014;Company financials and other d... more;01/01/2015;withdrawn;
India;primary;Texas;EB1C;10/14/2014;10/10/2014;10/14/2014;10/17/2014;regular;;;;;pending;
India;primary;Texas;EB3;12/05/2013;08/01/2014;08/01/2014;08/05/2014;regular;no;;;;approved;02/05/2015
Mexico;primary;Nebraska;EB2;07/19/2013;08/15/2014;08/18/2014;08/20/2014;regular;yes;01/27/2015;;03/20/2015;approved;04/22/2015
India;primary;Texas;EB2;02/28/2014;10/01/2014;10/01/2014;10/01/2014;regular;no;;;;approved;04/20/2015
India;primary;Texas;EB1A;04/14/2015;04/14/2015;04/14/2015;04/15/2015;premium;no;;;;approved;04/21/2015
Japan;primary;Texas;EB1A;02/17/2015;02/17/2015;02/17/2015;02/19/2015;regular;no;;;;approved;04/21/2015
India;primary;Nebraska;EB2;;10/09/2014;10/17/2014;;regular;;;;;approved;03/23/2015
India;primary;Nebraska;EB2;11/16/2013;10/26/2014;10/27/2014;10/29/2014;regular;no;;;;approved;04/20/2015
India;primary;Nebraska;EB2;11/08/2013;07/01/2014;07/02/2014;07/03/2014;premium;no;;;;approved;07/09/2014
India;primary;Texas;EB2;03/11/2013;10/09/2014;10/10/2014;;regular;;;;;approved;04/20/2015
India;primary;Texas;EB2;;02/21/2015;02/27/2015;;regular;no;;;;approved;03/31/2015
India;primary;Nebraska;EB2;06/04/2013;04/10/2015;04/14/2015;;premium;;;;;approved;04/21/2015
India;primary;Texas;EB2;01/18/2013;09/18/2014;09/18/2014;;regular;;;;;approved;04/20/2015
India;primary;Texas;EB2;08/04/2014;09/29/2014;09/30/2014;;regular;no;;;;approved;04/20/2015
Argentina;primary;Nebraska;EB2-NIW;11/18/2014;11/11/2014;11/18/2014;;regular;;;;;approved;04/20/2015
India;primary;Texas;EB2;01/17/2013;10/14/2014;10/15/2014;;regular;no;;;;approved;04/20/2015
Venezuela;primary;Texas;EB1C;09/15/2014;09/15/2014;09/19/2014;;regular;;;;;approved;04/20/2015
United States;primary;Nebraska;EB2;;12/06/2014;01/08/2015;;regular;;;;;approved;04/20/2015
United States;primary;Nebraska;EB2;03/20/2014;12/05/2014;12/08/2014;;regular;;;;;approved;04/20/2015
India;primary;Texas;EB2;07/17/2013;07/15/2014;07/16/2014;07/18/2014;regular;yes;02/24/2015;A2P -->RFE stamped with 9th... more;03/18/2015;approved;04/20/2015
United States;primary;Texas;EB2;03/03/2014;10/08/2014;10/08/2014;10/09/2014;regular;no;;;;approved;04/20/2015
China;primary;Texas;EB1C;;01/06/2015;01/08/2015;02/05/2015;regular;;;;;approved;04/20/2015
India;primary;Nebraska;EB2;07/03/2013;04/23/2014;04/24/2014;04/28/2014;regular;no;;;;approved;10/09/2014
Canada;dependent;Nebraska;EB2;09/15/2014;04/09/2015;04/10/2015;;premium;;;;;approved;04/20/2015
India;primary;Texas;EB2;02/06/2013;08/13/2014;08/13/2014;;regular;no;;;;approved;04/15/2015
India;primary;California;EB1C;;02/18/2015;02/19/2014;;premium;;;;;withdrawn;
India;primary;Texas;EB2;06/05/2014;12/14/2014;12/16/2014;12/18/2014;regular;no;;;;approved;04/15/2015
India;primary;Nebraska;EB1C;;09/15/2014;09/16/2014;;regular;;;;;approved;04/20/2014
United States;primary;Texas;EB2;01/18/2013;09/17/2014;09/17/2014;09/30/2014;regular;;;;;approved;04/16/2015
India;primary;Nebraska;EB3;10/31/2006;05/28/2007;05/29/2007;06/18/2007;regular;no;;;;approved;04/23/2009
India;primary;Texas;EB3;06/13/2014;12/26/2014;12/26/2014;12/29/2014;regular;;;;;pending;
India;primary;Texas;EB1C;09/09/2014;09/09/2014;09/09/2014;09/15/2014;regular;no;;;;approved;04/17/2015
United Kingdom;primary;Texas;EB2;12/16/2013;10/26/2014;10/28/2014;10/31/2014;regular;;;;;pending;
Trinidad & Tobago;dependent;Texas;EB3;;02/03/2011;02/07/2011;;regular;;;;;pending;
India;primary;Texas;EB2;10/30/2013;10/03/2014;10/03/2014;;regular;no;;;;approved;04/17/2015
India;primary;Texas;EB2;09/12/2013;09/26/2014;09/29/2014;;regular;no;;;;approved;04/17/2015
India;primary;Texas;EB2;02/10/2014;09/23/2014;09/29/2014;09/29/2014;regular;no;;;;approved;04/17/2015
Nepal;primary;Texas;EB3;;02/03/2015;02/05/2015;02/06/2015;premium;no;;;;approved;02/12/2015
India;primary;Nebraska;EB2;;04/01/2015;04/02/2015;;premium;;;;;approved;04/14/2015
India;primary;Texas;EB2;;11/06/2014;11/06/2014;;regular;;;;;approved;04/07/2015
China;primary;Nebraska;EB2;05/19/2014;11/03/2014;11/06/2014;;regular;no;;;;approved;04/16/2015
Pakistan;primary;Texas;EB3;09/18/2014;03/01/2015;03/02/2015;03/16/2015;premium;no;;;;approved;03/16/2015
Pakistan;primary;Texas;EB2;09/23/2014;04/02/2015;04/06/2015;04/06/2015;premium;no;;;;approved;04/17/2015
Taiwan;primary;Texas;EB2-NIW;;02/14/2014;02/14/2014;02/28/2014;regular;yes;11/10/2014;The petitioner must establish,... more;01/28/2015;approved;04/06/2015
Bangladesh;primary;Texas;EB2-NIW;;03/05/2014;03/17/2014;;regular;yes;08/28/2014;Provide additional evidence of... more;11/10/2014;pending;
India;primary;Texas;EB2;03/29/2013;09/09/2014;09/10/2014;09/10/2014;regular;no;;;;approved;04/13/2015
India;primary;Nebraska;EB2;;11/07/2014;11/10/2014;;regular;no;;;;approved;04/17/2015
Canada;primary;Texas;EB1C;12/09/2014;12/08/2014;12/09/2014;12/10/2014;regular;;;;;approved;04/16/2015
India;primary;Texas;EB2;04/29/2014;09/21/2014;10/09/2014;;regular;no;;;;approved;04/16/2015
Indonesia;primary;Nebraska;EB3;01/31/2014;11/17/2014;11/19/2014;;regular;;;;;approved;04/13/2015
India;primary;Texas;EB2;04/11/2014;10/16/2014;10/17/2014;10/23/2014;regular;no;;;;approved;04/16/2015
India;primary;Texas;EB2;03/18/2013;09/17/2014;09/18/2014;;regular;;;;;approved;04/16/2015
China;primary;Texas;EB2;;10/09/2014;10/10/2014;;regular;;;;;approved;04/16/2015
United States;primary;Nebraska;EB2;06/06/2011;06/02/2014;06/04/2014;06/06/2014;regular;no;;;;pending;
South Korea;primary;Texas;EB3;01/21/2014;07/09/2014;07/10/2014;07/14/2014;premium;;;;;approved;03/16/2015
India;primary;Nebraska;EB2;03/04/2008;10/24/2014;11/07/2014;;regular;no;;;;approved;03/16/2015
United States;primary;Texas;EB2;02/02/2013;08/14/2014;08/29/2014;12/09/2014;regular;no;;;;approved;04/10/2015
