
Ghana;;Nebraska;EB2;12/06/2006;;02/26/2007;02/27/2007;premium;yes;;;;approved;03/28/2007
India;;Nebraska;EB3;05/26/2004;02/07/2007;02/08/2007;02/08/2007;premium;no;;;;approved;07/10/2007
India;;Nebraska;EB2;01/28/2002;05/08/2007;05/11/2007;05/14/2007;premium;yes;;;07/05/2007;approved;05/18/2007
Jordan;;Texas;EB3;05/09/2004;06/28/2007;06/29/2007;07/02/2007;premium;no;;;;approved;07/10/2007
India;;Texas;EB2;02/15/2006;;07/02/2007;;premium;no;;;;approved;07/10/2007
India;;Texas;EB2-NIW;;;09/30/2005;10/10/2005;regular;no;;;;approved;05/31/2006
Japan;;Texas;EB3;05/30/2002;;04/23/2007;04/26/2007;regular;no;;;;approved;06/27/2007
Unknown;;Nebraska;EB2;04/17/2002;;07/31/2006;08/14/2006;premium;yes;;;02/28/2007;approved;11/06/2006
Hong Kong;;Texas;EB1C;;;10/06/2006;10/10/2006;premium;no;;;;approved;10/16/2006
Unknown;;Nebraska;EB2;03/01/2004;;09/29/2006;10/13/2006;premium;yes;;;03/17/2007;approved;01/03/2007
South Korea;;Nebraska;EB2;09/18/2003;;09/25/2006;10/10/2006;premium;no;;;;approved;06/22/2007
China;;Nebraska;EB2;03/28/2006;;05/10/2006;05/16/2006;regular;no;;;;approved;10/10/2006
India;;Nebraska;EB2;07/12/2006;;09/13/2006;;regular;no;;;;approved;07/10/2007
India;;Nebraska;EB2;08/08/2006;;11/06/2006;12/04/2006;regular;no;;;;approved;07/09/2007
Unknown;;Nebraska;EB2;03/12/2007;;04/04/2007;07/10/2007;regular;no;;;;approved;07/10/2007
China;;Texas;EB1A;;03/02/2007;03/03/2007;03/03/2007;regular;no;;;;approved;07/05/2007
China;;Nebraska;EB1A;;;09/22/2006;09/25/2006;premium;yes;;;02/20/2007;denied;02/26/2007
India;;Texas;EB2;08/31/2005;;;;regular;no;;;;approved;12/27/2005
India;;Texas;EB3;08/17/2004;;02/08/2007;;regular;no;;;;approved;07/09/2007
India;;Texas;EB3;08/01/2006;;06/12/2007;06/20/2007;premium;yes;;;06/29/2007;approved;07/09/2007
India;;California;EB3;08/21/2001;02/21/2007;03/05/2007;03/06/2007;premium;no;;;;approved;03/06/2007
Pakistan;;Nebraska;EB3;05/01/2001;;07/05/2006;07/13/2006;premium;no;;;;approved;11/10/2006
Bulgaria;;Texas;EB3;03/07/2001;05/21/2007;05/22/2007;05/23/2007;premium;no;;;;approved;05/31/2007
India;;California;EB3;06/13/2003;11/01/2004;11/10/2004;11/17/2004;regular;yes;;;05/05/2007;approved;04/22/2005
India;;Vermont;EB3;12/20/2001;12/06/2001;12/20/2001;;regular;no;;;;approved;01/12/2005
India;;Nebraska;EB3;06/02/2004;12/24/2004;12/29/2004;01/11/2005;regular;no;;;;approved;05/25/2005
India;;Nebraska;EB3;12/05/2002;;;;premium;no;;;;approved;06/18/2007
Unknown;;Nebraska;EB2;;;09/08/2006;10/03/2006;regular;no;;;;approved;06/15/2007
New Zealand;;Texas;EB3;08/28/2002;;05/15/2007;05/17/2007;premium;no;;;;approved;05/23/2007
China;;Nebraska;EB2;03/03/2007;;03/08/2007;;premium;no;;;;approved;03/17/2007
Russia;;Nebraska;EB2;09/30/2004;;08/10/2006;08/29/2006;premium;yes;;;01/12/2007;approved;10/18/2006
China;;Nebraska;EB2;06/28/2006;;08/16/2006;;premium;no;;;;approved;09/23/2006
Canada;;Texas;EB2;10/10/2006;;05/08/2007;05/11/2007;premium;yes;;;06/15/2007;approved;07/02/2007
India;;Texas;EB3;11/16/2004;03/01/2007;03/03/2007;06/16/2007;premium;yes;;;06/23/2007;approved;07/05/2007
Indonesia;;Nebraska;EB2;12/29/2006;;04/12/2007;04/16/2007;premium;no;;;;approved;04/17/2007
China;;Texas;EB3;06/06/2006;;12/04/2006;12/08/2006;regular;yes;;;05/14/2007;approved;06/14/2007
Canada;;Nebraska;EB3;05/03/2002;;03/01/2004;;regular;no;;;;approved;06/30/2005
China;;Texas;EB2;03/08/2005;;11/15/2006;11/17/2006;premium;yes;;;12/07/2006;approved;12/26/2006
Unknown;;Nebraska;EB2;11/22/2002;10/26/2006;11/03/2006;11/06/2006;premium;yes;;;11/19/2006;approved;12/19/2006
Canada;;Texas;EB2;03/14/2007;04/12/2007;04/16/2007;05/03/2007;premium;no;;;;approved;04/23/2007
India;;California;EB2-NIW;;;07/20/2005;07/25/2005;regular;no;;;;approved;07/25/2005
India;;Nebraska;EB3;;;12/13/2006;12/13/2006;regular;no;;;;approved;05/25/2007
India;;Vermont;EB2;01/21/2003;;09/09/2005;09/16/2005;regular;no;;;;approved;02/21/2006
India;;Nebraska;EB3;11/04/2005;;;;regular;no;;;;denied;05/30/2007
India;;Nebraska;EB3;12/05/2002;09/15/2005;09/17/2005;;regular;no;;;;approved;10/10/2005
India;;Nebraska;EB2;06/22/2005;;05/10/2007;07/05/2007;premium;no;;;;approved;07/06/2007
Taiwan;;Texas;EB2;07/12/2006;;09/25/2006;;regular;no;;;;approved;10/27/2006
Pakistan;;Texas;EB2;07/04/2002;;11/21/2006;11/29/2006;regular;no;;;;approved;07/05/2007
Indonesia;;Texas;EB2;02/27/2007;;04/10/2007;04/12/2007;premium;no;;;;approved;04/20/2007
South Korea;;Texas;EB3;10/25/2004;;12/26/2006;;regular;no;;;;approved;07/06/2007
China;;Texas;EB2;01/01/2007;;03/15/2007;03/22/2007;regular;no;;;;approved;07/02/2007
Turkey;;Nebraska;EB1C;;;06/28/2006;;regular;yes;;;06/19/2007;approved;04/09/2007
India;;Texas;EB3;;;10/09/2006;;premium;no;;;;approved;10/20/2006
Unknown;;Texas;EB2;10/03/2006;12/18/2006;12/21/2006;01/03/2007;regular;no;;;;approved;07/05/2007
South Korea;;Nebraska;EB2;01/11/2007;;04/27/2007;05/06/2007;premium;no;;;;approved;06/28/2007
India;;Nebraska;EB3;;;06/19/2007;06/21/2007;premium;no;;;;approved;06/21/2007
China;;Nebraska;EB2;08/09/2006;;12/22/2006;12/26/2006;regular;no;;;;approved;07/03/2007
India;;Texas;EB3;08/31/2006;01/12/2007;01/15/2007;01/15/2007;regular;no;;;;approved;07/05/2007
South Korea;;Nebraska;EB2;06/04/2007;;06/05/2007;06/07/2007;premium;no;;;;approved;06/11/2007
India;;Texas;EB2;03/12/2003;;03/05/2007;;regular;yes;;;06/07/2007;approved;06/15/2007
India;;California;EB2;01/30/2006;;04/07/2006;;regular;no;;;;approved;04/27/2006
China;;Texas;EB2;02/02/2006;;06/08/2007;06/10/2007;premium;no;;;;approved;06/15/2007
India;;Texas;EB2;08/19/2002;;01/18/2007;;regular;no;;;;approved;07/02/2007
Germany;;Texas;EB2;;;04/16/2007;04/17/2007;premium;no;;;;approved;04/20/2007
India;;Texas;EB3;03/05/2004;;05/21/2007;;regular;yes;;;06/29/2007;approved;07/03/2007
China;;Nebraska;EB2;05/01/2004;;02/09/2007;02/13/2007;premium;no;;;;approved;04/05/2007
India;;Nebraska;EB2;11/03/2003;;05/01/2007;05/02/2007;premium;no;;;;approved;05/03/2007
India;;Texas;EB2;;;12/18/2006;12/21/2006;regular;no;;;;approved;07/02/2007
China;;Nebraska;EB2;;;11/24/2006;11/27/2006;regular;no;;;;approved;07/02/2007
India;;Texas;EB2;06/05/2007;;06/22/2007;;premium;no;;;;approved;07/03/2007
Iran;;Nebraska;EB2;09/10/2004;;06/22/2007;06/30/2007;premium;no;;;;approved;07/03/2007
Thailand;;Texas;EB2;03/19/2004;;05/18/2007;05/29/2007;premium;no;;;;approved;05/23/2007
China;;Texas;EB2-NIW;06/11/2006;;06/13/2006;06/18/2006;regular;no;;;;approved;09/22/2006
China;;Nebraska;EB1B;;;09/18/2006;10/05/2006;regular;yes;;;05/24/2007;approved;05/29/2007
China;;Texas;EB2;02/15/2005;;02/28/2007;03/01/2007;regular;no;;;;approved;07/03/2007
South Korea;;Nebraska;EB2;11/10/2005;;03/13/2006;03/15/2006;regular;no;;;;approved;05/11/2006
India;;Nebraska;EB2;;;04/04/2007;07/02/2007;premium;no;;;;denied;07/02/2007
Colombia;;Texas;EB2;11/15/2006;;01/22/2007;01/26/2007;premium;yes;;;05/07/2007;approved;03/31/2007
United Kingdom;;Nebraska;EB2;05/30/2006;;08/08/2006;08/28/2006;regular;no;;;;approved;04/13/2007
Pakistan;;Texas;EB2;01/10/2007;;02/22/2007;02/27/2007;regular;no;;;;approved;04/30/2007
India;;Texas;EB3;03/20/2005;;12/13/2006;;regular;no;;;;approved;06/26/2007
China;;Nebraska;EB2;04/15/2004;;11/28/2006;11/28/2006;premium;no;;;;approved;06/29/2007
India;;Nebraska;EB3;05/28/2002;;11/08/2006;11/14/2006;regular;no;;;;approved;06/01/2007
India;;Texas;EB3;12/31/2002;;09/28/2005;09/28/2005;regular;yes;;;11/18/2005;approved;12/07/2005
India;;Nebraska;EB3;01/26/2005;;06/26/2007;06/27/2007;premium;no;;;;approved;07/02/2007
Unknown;;Nebraska;EB2;;;10/18/2006;10/25/2006;regular;no;;;;approved;07/02/2007
India;;Texas;EB2;11/02/2002;;01/10/2007;01/16/2007;regular;no;;;;approved;07/02/2007
Colombia;;Texas;EB2;07/01/2006;;03/20/2007;03/23/2007;regular;no;;;;approved;06/28/2007
Taiwan;;Nebraska;EB2;08/01/2006;;09/30/2006;10/02/2006;regular;no;;;;approved;06/11/2007
India;;Vermont;EB3;12/01/2001;;12/08/2001;;regular;no;;;;approved;07/01/2004
Unknown;;Nebraska;EB2;05/22/2006;;07/26/2006;07/27/2006;regular;yes;;;06/07/2007;approved;01/22/2007
China;;Nebraska;EB2;11/03/2006;;12/26/2006;01/10/2007;premium;no;;;;approved;03/21/2007
China;;Texas;EB3;09/12/2001;;03/02/2007;03/09/2007;regular;no;;;;approved;06/25/2007
Thailand;;Texas;EB2;02/15/2007;;03/26/2007;04/09/2007;premium;no;;;;approved;04/25/2007
Brazil;;Texas;EB2;06/21/2006;;10/06/2006;10/10/2006;regular;no;;;;approved;12/12/2006
Colombia;;Texas;EB2;01/04/2007;;03/29/2007;03/31/2007;regular;no;;;;approved;06/25/2007
Taiwan;;Nebraska;EB2;10/23/2003;;04/04/2007;04/05/2007;premium;no;;;;approved;04/06/2007
South Korea;;Nebraska;EB3;08/05/2001;;04/05/2007;04/09/2007;regular;no;;;;approved;06/29/2007
South Korea;;Nebraska;EB3;08/05/2001;;04/05/2007;04/09/2007;regular;no;;;;approved;06/29/2007
Pakistan;;Nebraska;EB3;04/11/2001;;10/27/2006;;regular;yes;;;02/02/2007;approved;06/14/2007
China;;Texas;EB2;01/03/2005;;12/03/2006;;regular;no;;;;approved;01/03/2007
India;;Texas;EB3;01/05/2004;;12/12/2006;12/26/2006;regular;no;;;;approved;06/29/2007
India;;Nebraska;EB2;08/01/2004;;06/25/2007;06/25/2007;premium;no;;;;approved;06/28/2007
South Korea;;Texas;EB2;;;03/12/2007;03/14/2007;regular;no;;;;approved;06/25/2007
Bahamas;;Nebraska;EB2;12/18/2006;;03/12/2007;03/20/2007;premium;no;;;;approved;03/21/2007
China;;Nebraska;EB2-NIW;;;05/17/2006;;regular;yes;;;05/23/2007;approved;06/26/2007
China;;Nebraska;EB2;;;05/17/2006;;regular;yes;;;05/23/2007;approved;06/26/2007
South Korea;;Texas;EB2;08/21/2006;;04/19/2007;04/25/2007;regular;no;;;;approved;06/27/2007
Unknown;;Texas;EB2;12/20/2002;;03/14/2007;03/19/2007;regular;no;;;;approved;06/25/2007
Singapore;;Nebraska;EB2;07/24/2006;;06/01/2007;06/04/2007;premium;yes;;;06/12/2007;approved;06/13/2007
South Korea;;Texas;EB2;12/22/2006;;03/05/2007;03/07/2007;regular;no;;;;approved;06/28/2007
Italy;;Nebraska;EB3;03/24/2005;;12/15/2006;12/18/2006;regular;no;;;;approved;06/27/2007
India;;Nebraska;EB2;07/02/2001;;03/15/2007;03/20/2007;premium;no;;;;approved;03/23/2007
India;;Texas;EB3;;;12/11/2006;;regular;no;;;;approved;06/22/2007
Taiwan;;Nebraska;EB2;07/12/2006;;10/16/2006;10/23/2006;regular;no;;;;approved;06/27/2007
Pakistan;;Nebraska;EB2;12/14/2006;;01/11/2007;01/17/2007;premium;no;;;;approved;01/23/2007
China;;Nebraska;EB2-NIW;;;05/17/2006;;regular;yes;;;05/23/2007;approved;06/26/2007
South Korea;;Texas;EB1B;;;02/15/2007;02/20/2007;premium;no;;;;approved;02/28/2007
China;;Vermont;EB2-NIW;;;07/05/2005;;regular;no;;;;approved;11/01/2005
India;;Texas;EB2;01/21/2004;;01/21/2004;;premium;no;;;;approved;05/15/2007
China;;Texas;EB2;09/13/2005;;11/14/2005;11/14/2005;regular;no;;;;approved;05/22/2006
India;;Texas;EB3;;;06/18/2007;06/18/2007;premium;no;;;;approved;06/27/2007
New Zealand;;Nebraska;EB2;07/07/2004;;06/13/2007;06/13/2007;premium;no;;;;approved;06/25/2007
Myanmar;;Texas;EB3;;;12/26/2006;;regular;no;;;;approved;06/27/2007
India;;Texas;EB3;05/08/2003;;06/01/2007;06/04/2007;premium;yes;;;06/14/2007;approved;06/26/2007
China;;Nebraska;EB2;01/02/2004;;08/28/2006;10/02/2006;premium;no;;;;approved;06/10/2007
India;;Nebraska;EB3;11/20/2002;;11/22/2002;11/22/2002;regular;yes;;;03/05/2004;approved;03/09/2004
India;;Nebraska;EB3;12/29/2003;;06/11/2007;06/21/2007;premium;no;;;;approved;06/26/2007
China;;Vermont;EB2;03/03/2007;;06/19/2007;06/21/2007;premium;no;;;;approved;06/26/2007
Canada;;Texas;EB2;11/15/2005;;04/27/2007;04/30/2007;regular;no;;;;approved;06/26/2007
Bangladesh;;Nebraska;EB2;03/06/2002;;08/22/2006;09/18/2006;regular;no;;;;approved;05/21/2007
China;;Texas;EB1B;;;11/03/2006;11/04/2006;regular;yes;;;06/06/2007;approved;06/13/2007
China;;Texas;EB2-NIW;;;11/02/2006;11/04/2006;regular;yes;;;06/07/2007;approved;06/13/2007
China;;Texas;EB1A;;;11/02/2006;11/04/2006;regular;yes;;;06/07/2007;approved;06/13/2007
India;;Nebraska;EB3;10/22/2002;;07/07/2006;07/17/2006;regular;no;;;;approved;08/08/2006
China;;Nebraska;EB2;05/25/2004;;01/24/2007;01/25/2007;premium;no;;;;approved;01/31/2007
India;;Texas;EB2;09/05/2002;;05/09/2007;05/14/2007;premium;no;;;;approved;05/14/2007
Hong Kong;;Nebraska;EB2;10/28/2002;;12/06/2006;12/07/2006;premium;no;;;;approved;05/11/2007
Philippines;;Texas;EB2;01/29/2007;;02/21/2007;02/22/2007;regular;no;;;;approved;06/25/2007
South Korea;;Texas;EB2;06/01/2006;;10/30/2006;11/02/2006;regular;yes;;;12/26/2006;approved;01/17/2007
Poland;;Texas;EB3;01/20/2005;;12/13/2006;12/18/2006;regular;no;;;;approved;06/25/2007
China;;Nebraska;EB2;07/07/2003;;02/21/2007;;premium;no;;;;approved;02/27/2007
Hong Kong;;Texas;EB3;11/08/2006;;12/18/2006;;regular;no;;;;approved;06/19/2007
India;;Vermont;EB1C;;;07/27/2005;07/27/2005;regular;no;;;;approved;03/23/2006
Russia;;Texas;EB2;;;12/05/2006;;regular;no;;;;approved;02/06/2007
South Korea;;Texas;EB3;07/29/2006;;12/06/2006;12/08/2006;regular;no;;;;approved;06/25/2007
South Korea;;Texas;EB2;03/14/2006;;03/03/2007;04/12/2007;regular;no;;;;approved;06/25/2007
India;;Texas;EB3;08/15/2003;;12/13/2006;12/15/2006;regular;no;;;;approved;06/25/2007
Turkey;;Nebraska;EB2;06/06/2006;;11/24/2006;11/28/2006;premium;no;;;;approved;11/30/2006
India;;Texas;EB2;01/24/2005;;04/11/2007;06/20/2007;premium;no;;;;approved;06/21/2007
China;;Nebraska;EB2;09/27/2006;;10/31/2006;10/31/2006;regular;no;;;;approved;03/12/2007
Bangladesh;;Texas;EB1A;;;04/24/2007;04/26/2007;premium;no;;;;approved;04/30/2007
Brazil;;Texas;EB2;10/04/2006;;02/15/2007;02/16/2007;premium;no;;;;approved;02/22/2007
Nigeria;;Nebraska;EB2;01/01/2007;;05/04/2007;05/14/2007;regular;no;;;;approved;06/22/2007
China;;Texas;EB2;02/13/2007;;04/16/2007;04/19/2007;regular;no;;;;approved;06/22/2007
Unknown;;Texas;EB2;11/20/2003;;11/07/2006;11/07/2006;regular;no;;;;approved;12/10/2006
China;;Texas;EB3;12/18/2004;;06/18/2007;06/20/2007;premium;no;;;;approved;06/22/2007
India;;Nebraska;EB3;10/10/2003;;05/01/2004;;regular;yes;;;07/10/2006;approved;04/15/2005
Thailand;;Nebraska;EB2;;;12/08/2006;;regular;no;;;;approved;05/23/2007
India;;Texas;EB3;07/16/2001;;10/15/2004;;regular;no;;;;approved;11/23/2004
India;;Texas;EB2;;;06/01/2007;;premium;no;;;;approved;06/22/2007
Malaysia;;Texas;EB3;04/04/2002;;05/02/2007;05/05/2007;premium;yes;;;06/08/2007;approved;06/22/2007
India;;Nebraska;EB3;04/04/2002;;07/25/2003;07/30/2003;regular;no;;;;approved;10/23/2003
China;;Texas;EB2;03/05/2005;;05/25/2007;05/25/2007;premium;yes;;;06/13/2007;approved;06/21/2007
Mexico;;Nebraska;EB3;01/05/2005;;06/13/2007;;premium;no;;;;approved;06/14/2007
Canada;;Nebraska;EB2;10/03/2006;;12/07/2006;12/08/2006;premium;no;;;;approved;05/01/2007
India;;Texas;EB3;05/15/2003;;03/12/2004;03/12/2004;regular;no;;;;approved;09/02/2005
Sri Lanka;;Texas;EB2;11/22/2006;;02/14/2007;02/16/2007;premium;yes;;;05/24/2007;approved;02/23/2007
India;;Nebraska;EB2;12/23/2003;;04/13/2006;04/13/2006;regular;no;;;;approved;08/01/2006
United States;;Vermont;EB2;10/14/2003;;06/08/2007;;premium;no;;;;approved;06/16/2007
India;;Texas;EB2;06/23/2003;;03/30/2007;;regular;no;;;;approved;06/20/2007
China;;Nebraska;EB2;05/31/2007;;06/11/2007;06/12/2007;premium;no;;;;approved;06/19/2007
India;;Texas;EB3;01/31/2007;;06/06/2007;06/11/2007;premium;no;;;;approved;06/20/2007
India;;Nebraska;EB2;06/11/2001;;03/26/2007;03/26/2007;premium;no;;;;approved;04/04/2007
India;;Texas;EB3;10/17/2002;;06/05/2007;06/05/2007;premium;yes;;;06/16/2007;approved;06/20/2007
India;;Vermont;EB3;09/25/2002;;06/30/2003;07/11/2003;regular;no;;;;approved;04/16/2004
India;;Nebraska;EB2;06/17/2001;;03/26/2007;04/13/2007;premium;yes;;;;approved;06/12/2007
India;;Nebraska;EB2;06/19/2006;;08/21/2006;08/21/2006;regular;yes;;;06/11/2007;approved;06/15/2007
South Korea;;Nebraska;EB3;09/13/2004;;05/29/2007;05/29/2007;premium;no;;;;approved;05/30/2007
South Korea;;Nebraska;EB2;02/15/2006;;07/13/2006;07/14/2006;regular;no;;;;approved;01/22/2007
Zimbabwe;;Texas;EB1A;;;05/22/2006;;regular;yes;;;10/06/2006;approved;11/17/2006
India;;Nebraska;EB3;09/16/2003;;09/16/2003;;regular;yes;;;08/08/2006;approved;03/04/2004
Egypt;;Texas;EB2;;;11/21/2006;;premium;yes;;;02/26/2004;approved;03/02/2007
India;;Nebraska;EB2;11/10/2006;;12/01/2006;01/01/2006;premium;yes;;;05/12/2007;approved;12/27/2006
South Korea;;Texas;EB2;;;03/07/2007;;premium;no;;;;approved;03/15/2007
Russia;;Nebraska;EB1C;;;05/17/2006;;regular;yes;;;03/06/2007;approved;06/19/2007
Taiwan;;Texas;EB3;11/01/2003;;06/06/2007;;premium;no;;;;approved;06/18/2007
China;;Texas;EB2;09/22/2006;;10/17/2006;10/20/2006;regular;no;;;;approved;11/22/2006
India;;Nebraska;EB3;02/22/2003;;11/11/2003;11/11/2003;regular;no;;;;approved;02/28/2004
South Korea;;Nebraska;EB2;02/02/2007;;03/05/2007;03/06/2007;premium;no;;;;approved;03/09/2007
Syria;;Texas;EB1A;;;01/08/2007;04/25/2007;regular;no;;;;approved;04/25/2007
Unknown;;Texas;EB2;09/21/2006;;10/19/2006;10/24/2006;regular;yes;;;02/01/2007;approved;11/15/2006
Russia;;Nebraska;EB2;12/11/2006;;03/21/2007;03/22/2007;premium;no;;;;approved;03/23/2007
Lithuania;;Vermont;EB3;;;08/01/2006;;regular;yes;;;03/27/2007;approved;06/04/2007
Taiwan;;Texas;EB2;08/16/2006;;12/01/2006;12/07/2006;premium;no;;;;approved;12/20/2006
South Korea;;Texas;EB3;06/12/2001;;06/16/2004;;regular;no;;;;approved;09/29/2004
Canada;;Nebraska;EB3;01/14/2005;;10/17/2006;10/19/2006;regular;no;;;;approved;06/05/2007
Sweden;;Texas;EB2;02/06/2007;;03/15/2007;03/19/2007;premium;yes;;;06/05/2007;approved;03/20/2007
India;;Texas;EB1B;;;10/04/2005;11/07/2005;regular;yes;;;01/03/2006;approved;11/07/2005
South Korea;;Nebraska;EB1B;;;10/16/2006;11/01/2006;regular;no;;;;approved;05/24/2007
Brazil;;Texas;EB3;07/03/2001;;02/05/2007;02/05/2007;premium;no;;;;approved;03/06/2007
India;;Texas;EB2;11/07/2006;;01/29/2007;;regular;no;;;;approved;06/18/2007
Pakistan;;Texas;EB2;02/01/2006;;07/21/2006;;premium;yes;;;12/09/2006;approved;12/14/2006
Argentina;;Texas;EB3;07/09/2001;;11/06/2006;11/13/2006;premium;no;;;;approved;12/15/2006
Taiwan;;Nebraska;EB2;03/01/2006;;05/11/2006;05/12/2006;regular;yes;;;02/15/2007;approved;09/20/2006
Russia;;Texas;EB2;;;01/03/2007;01/08/2007;regular;yes;;;05/16/2007;approved;06/11/2007
Pakistan;;Nebraska;EB2;08/24/2006;;01/04/2007;01/18/2007;premium;yes;;;01/19/2007;approved;01/26/2007
India;;Texas;EB3;05/15/2002;;04/18/2007;;premium;no;;;;approved;04/24/2007
India;;Texas;EB2;03/26/2004;;12/26/2006;12/26/2006;regular;no;;;;approved;06/13/2007
India;;Nebraska;EB2;03/03/2005;;06/04/2007;06/13/2007;premium;no;;;;approved;06/14/2007
China;;Texas;EB2;08/25/2006;;01/29/2007;;regular;no;;;;approved;06/15/2007
China;;Texas;EB2;08/25/2006;;01/29/2006;;regular;no;;;;approved;06/15/2007
Unknown;;Texas;EB2;03/07/2007;;06/01/2007;06/03/2007;premium;no;;;;approved;06/14/2007
India;;Texas;EB2;08/16/2006;;12/26/2006;12/27/2006;regular;no;;;;approved;06/12/2007
Finland;;Nebraska;EB1C;;;08/16/2006;;regular;no;;;;approved;06/14/2007
India;;Nebraska;EB2;10/27/2004;;09/01/2006;09/21/2006;regular;no;;;;approved;06/14/2007
India;;Texas;EB2;12/20/2006;;06/04/2007;;premium;no;;;;approved;06/15/2007
India;;Texas;EB2;10/27/2003;;01/19/2007;01/22/2007;regular;no;;;;approved;06/15/2007
Pakistan;;Texas;EB3;08/17/2004;;11/30/2006;12/04/2006;regular;yes;;;;approved;06/15/2007
China;;Nebraska;EB2;07/15/2003;;01/04/2007;01/08/2007;premium;no;;;;approved;01/05/2007
India;;Nebraska;EB2;11/10/2000;;07/26/2006;08/04/2006;regular;no;;;;approved;02/26/2007
Brazil;;Texas;EB3;03/24/2005;;12/29/2006;05/25/2007;premium;no;;;;approved;05/25/2007
India;;Texas;EB2;01/07/2004;;08/25/2004;;regular;no;;;;approved;10/01/2004
Mexico;;Texas;EB3;04/24/2003;;04/07/2005;05/16/2005;regular;no;;;;approved;05/16/2005
Turkey;;Nebraska;EB1B;;;03/12/2007;03/12/2007;premium;no;;;;approved;03/13/2007
Unknown;;Texas;EB2;07/10/2006;;08/08/2006;08/10/2006;premium;no;;;;approved;10/02/2006
Armenia;;Nebraska;EB3;02/05/2007;;05/07/2007;05/07/2007;premium;no;;;;approved;06/13/2007
India;;Nebraska;EB3;05/07/2003;;12/14/2006;04/15/2007;premium;no;;;;approved;04/15/2007
India;;Nebraska;EB2;07/18/2002;;05/30/2006;;regular;yes;;;05/29/2007;approved;12/27/2006
India;;Texas;EB3;;;05/14/2007;;premium;yes;;;06/04/2007;approved;06/11/2007
India;;Nebraska;EB2;12/19/2001;;02/02/2007;02/05/2007;premium;yes;;;03/26/2007;approved;03/30/2007
Malaysia;;Nebraska;EB2;05/31/2002;;01/05/2007;01/05/2007;regular;no;;;;approved;03/12/2007
India;;Texas;EB3;07/11/2003;;05/01/2007;05/03/2007;regular;no;;;;approved;06/12/2007
India;;Nebraska;EB1B;;;09/13/2006;10/05/2006;regular;no;;;;approved;04/13/2007
Canada;;Texas;EB2;10/19/2006;;02/14/2007;02/20/2007;premium;no;;;;approved;03/30/2007
China;;Texas;EB2;11/30/2003;;02/02/2007;02/06/2007;regular;no;;;;approved;04/26/2007
India;;Nebraska;EB1C;;;08/02/2006;;regular;no;;;;approved;06/11/2007
India;;Nebraska;EB3;11/18/2004;;05/30/2007;06/04/2007;premium;no;;;;approved;06/04/2007
China;;Texas;EB2;10/06/2006;;01/26/2007;;regular;no;;;;approved;05/30/2007
India;;Nebraska;EB2;09/26/2003;;09/01/2006;;premium;no;;;;approved;09/10/2006
Taiwan;;Nebraska;EB2;03/21/2006;;06/03/2006;;regular;no;;;;approved;11/09/2006
Unknown;;Nebraska;EB2;10/03/2006;;11/03/2006;;regular;no;;;;approved;03/11/2007
India;;Nebraska;EB2;04/22/2002;;07/27/2006;08/04/2006;regular;yes;;;05/22/2007;approved;02/16/2007
Nepal;;Texas;EB3;11/05/2004;;03/14/2007;;premium;no;;;;approved;06/11/2007
India;;Nebraska;EB1B;;;03/16/2007;;premium;yes;;;05/31/2007;approved;03/23/2007
Mexico;;Texas;EB3;06/18/2002;;01/14/2005;01/19/2005;regular;no;;;;approved;03/21/2005
Colombia;;Vermont;EB3;01/01/2006;;01/02/2006;05/30/2006;regular;no;;;;approved;02/02/2007
India;;Nebraska;EB3;06/08/2004;;06/06/2007;06/06/2007;premium;no;;;;approved;06/08/2007
India;;Vermont;EB2;07/01/2003;;10/31/2006;;regular;no;;;;approved;04/28/2007
China;;Nebraska;EB2;06/01/2003;;06/07/2006;;regular;no;;;;approved;12/15/2006
China;;Vermont;EB1B;;;05/31/2007;06/01/2007;premium;no;;;;approved;06/08/2007
India;;Texas;EB3;12/13/2002;;01/01/2004;;regular;no;;;;approved;04/28/2005
Taiwan;;Texas;EB2;01/10/2006;;09/26/2006;09/29/2006;regular;no;;;;approved;12/11/2006
China;;Texas;EB2;05/20/2004;;12/18/2006;12/20/2006;premium;no;;;;approved;12/27/2006
Nepal;;Texas;EB2;01/04/2007;;02/21/2007;02/26/2007;premium;yes;;;05/09/2007;approved;02/28/2007
India;;California;EB3;08/23/2001;;05/01/2007;05/14/2007;premium;yes;;;05/23/2007;approved;05/24/2007
Lebanon;;Nebraska;EB2;05/01/2006;;08/07/2006;08/12/2006;regular;yes;;;05/23/2007;approved;03/08/2007
South Korea;;Texas;EB2;09/28/2006;;12/15/2006;12/19/2006;regular;yes;;;04/02/2007;approved;02/26/2007
Turkey;;Nebraska;EB2;06/28/2006;;08/15/2006;09/07/2006;premium;no;;;;approved;03/28/2007
Unknown;;Nebraska;EB2;11/15/2006;;02/21/2007;02/27/2007;premium;no;;;;approved;02/26/2007
India;;Nebraska;EB3;06/30/2003;;01/20/2004;01/22/2004;regular;no;;;;approved;02/02/2005
India;;Texas;EB2;12/24/2006;;05/25/2007;;premium;no;;;;approved;06/05/2007
Mexico;;Nebraska;EB2;05/01/2006;;02/05/2007;02/09/2007;premium;no;;;;approved;03/15/2007
India;;Vermont;EB2;07/04/2004;;07/28/2005;08/04/2005;regular;no;;;;approved;09/26/2005
China;;Texas;EB2;05/19/2004;;01/16/2007;01/19/2007;regular;no;;;;approved;03/23/2007
